panel,target,split_id,model,mean_mae,mean_rmse,mean_smape,mean_mase,countries
Production_12c,Production C16,S1,LightGBM,0.03004161596495679,0.03723944753852527,0.6618988591329046,0.3775592533967942,12
Production_12c,Production C16,S2,ETS,0.1036367904200495,0.1351430686494974,2.316928579189434,1.458774897031697,12
Production_12c,Production C16,S3,ETS,0.1023690227434054,0.1184648759913638,2.259682960997986,1.358667720746507,12
Production_12c,Production C31,S1,LightGBM,0.03439914810238429,0.04581618902037613,0.7530015808354505,0.4284884726537436,12
Production_12c,Production C31,S2,ETS,0.1158326656026147,0.2163817663649872,2.685312108387816,1.57306738668974,12
Production_12c,Production C31,S3,ETS,0.09931957791981454,0.114591592439858,2.183486873304297,1.341146055061467,12
Production_8c,Production C16,S1,LightGBM,0.03100711210509114,0.03889722978072558,0.6847979196676949,0.4056849932102174,8
Production_8c,Production C16,S2,ETS,0.09277153277401395,0.1103035508577322,2.055661346159249,1.301970252701816,8
Production_8c,Production C16,S3,ETS,0.1026687085811839,0.120477286165602,2.262771130616885,1.377281869120391,8
Production_8c,Production C31,S1,LightGBM,0.04033871599428022,0.05276334008113007,0.8858125464032525,0.4904516769079847,8
Production_8c,Production C31,S2,ETS,0.1042512367200032,0.1623639248983277,2.340922799335047,1.325754103520069,8
Production_8c,Production C31,S3,Seasonal Naive,0.1064549782977082,0.1240715401096458,2.336599131549073,1.307733756518918,8
Trade_8c,Trade export,T1,LightGBM,0.1165729431900351,0.1388238687900182,0.641902548661056,0.8839661796929597,8
Trade_8c,Trade export,T2,LightGBM,0.1461585946125397,0.2035274247661991,0.8151910003887155,1.236538028270552,8
Trade_8c,Trade export,T3,LightGBM,0.09574220491729796,0.1160667592719743,0.5260249057520432,0.7657101796246589,8
Trade_8c,Trade import,T1,LightGBM,0.1408115292905334,0.1745834377705511,0.8192493644077949,1.015258437692907,8
Trade_8c,Trade import,T2,LightGBM,0.1496858478285185,0.1997047179226425,0.8781058527758183,1.049417937347404,8
Trade_8c,Trade import,T3,LightGBM,0.109042900068191,0.1345030375037145,0.6283909951443265,0.725434203843576,8
